FACILITY_ID,DESCR,ROOM_CAPACITY
ONLINE,Intern Rec Therapy,0
ONLINE,Intro to IoT,0
ONLINE,Grad Teach Asst,0
ONLINE,Art Field Work,0
ONLINE,"Punishment, Cult  and Society",0
ONLINE,Intro GIS Civil Eng,0
ONLINE,Complex Problems,0
ONLINE,Prof Issues I,0
ONLINE,Wrtg Wrkshop,0
ONLINE,Service Internship,0
ONLINE,Sem Theory & Crit,0
OFFCAMPUS,Individual Studies,0
ONLINE,Adv Field Wrk Exp,0
ONLINE,Planet Earth,0
ONLINE,Adv Space Sys Eng,0
ONLINE,2D Animation I,0
ONLINE,Data Mining,0
ONLINE,The Right to Learn,0
ONLINE,Digital News Photo,0
ONLINE,Detective Fiction,0
ONLINE,Accounting Info Sys,0
ONLINE,Poet Writ Workshop,0
ONLINE,Intro Comp Pol,0
ONLINE,Artist in Culture,0
ONLINE,Modern Architecture,0
ONLINE,Adv Screenwriting,0
ONLINE,Mob Device Devel,0
ONLINE,Soci Black Comm,0
ONLINE,Top in Art Intell,0
ONLINE,Conn Products Apps,0
ONLINE,Sem: GIS Appl,0
OFFCAMPUS,Grad Sem Mar Sci,0
ONLINE,Cultural Geography,0
ONLINE,GIS Overview,0
ONLINE,World Regional Geog,0
OFFCAMPUS,Adap Tm Ldrshp,0
ONLINE,Multi Arts/Children,0
ONLINE,ChAD Honors,0
ONLINE,Hydraulic Design,0
ONLINE,Field Exp Seminar,0
ONLINE,Bus Statistics,0
ONLINE,Strategic Creation,0
ONLINE,Financial Accounting,0
ONLINE,Lit Survey before 1680,0
ONLINE,Adv Res Meth Social/Pers,0
ONLINE,Communicate at Work,0
ONLINE,Multi Com Health Pro,0
ONLINE,Imagination & Play,0
ONLINE,Thesis,0
OFFCAMPUS,Adap Ldrshp,0
ONLINE,Wtr Dist WW Coll,0
ONLINE,Virtual Technologies,0
ONLINE,Nature of Language,0
ONLINE,Infant/Toddler Dev,0
ONLINE,Resource Analysis,0
ONLINE,MA Comp Exam Prep,0
ONLINE,PostProd Edt,0
ONLINE,Classical World,0
ONLINE,Numerical PDEs,0
ONLINE,Fund Graphic Visual,0
OFFCAMPUS,Masters Thesis,0
ONLINE,Civ Eng Systems,0
ONLINE,Comm and Conflict,0
ONLINE,Introduction CCS,0
ONLINE,Theory in CCS,0
ONLINE,Proc Sfty Engr Ethics,0
ONLINE,Pilates,0
OFFCAMPUS,Physio Ecol Mar Ani,0
ONLINE,Justice Mgmt,0
OFFCAMPUS,American Military Hist,0
OFFCAMPUS,Adv Top Ocean,0
ONLINE,Intr Cinematograph,0
ONLINE,Adv Issue Biling Ed,0
OFFCAMPUS,Marine Ecology,0
OFFCAMPUS,Adv Mar Ecol,0
ONLINE,"Gngs, Crim  & Just",0
ONLINE,Adv Human Anatomy,0
ONLINE,Cognitive Dev,0
ONLINE,Highway & Stree Des,0
ONLINE,Design Wood Struc,0
ONLINE,Computer Aid ME Des,0
OFFCAMPUS,Appl Tm Ldrshp,0
OFFCAMPUS,Ldrshp Cplx Wld,0
OFFCAMPUS,Chem Oceanography,0
OFFSITE,Field Studies,0
ONLINE,Adv Gram Analysis,0
ONLINE,Arts for Teaching,0
ONLINE,Prof Prac Ent Dsgn,0
ONLINE,Environment Intern,0
ONLINE,Graduate Proseminar,0
ONLINE,Sem Mod Appro Lit,0
ONLINE,Adv Digital Workshop,0
ONLINE,Genres in Amer Lit,0
ONLINE,Globalization,0
OFFSITE,Forest Ecol,0
ONLINE,Services Marketing,0
ONLINE,Adv Dynamics/Sim,0
ONLINE,Motion & Interaction,0
ONLINE,Inca/Aztc/Maya Civ,0
ONLINE,Econ Hist of US,0
ONLINE,Intro Muni Finance,0
ONLINE,Contemporary Parent,0
ONLINE,Quant Bus Analysis,0
ONLINE,Dissertation,0
ONLINE,Big Data Eng/Analyt,0
GOLFRANGE,Intermediate Golf,0
ONLINE,Contemporary Issues,0
ONLINE,Dissertation Res Dev,0
ONLINE,Senior Project ANI,0
ONLINE,Hlth Soc Mrkting,0
ONLINE,Human Life Context,0
ONLINE,Global Baroque Art,0
ONLINE,Sec Lang Dev/Teach,0
ONLINE,Entrpre Nutrition,0
ONLINE,Teaching Sem FL Ed,0
ONLINE,RL Multi-Robot Nets,0
ONLINE,Database Mgmt,0
ONLINE,Human Ecology,0
ONLINE,Adv HR through DEI,0
ONLINE,Edu & (In)Equality,0
ONLINE,Intro Private Flt,0
ONLINE,Instrument Flight,0
ONLINE,Comm Prof Flight,0
ONLINE,Env Health,0
ONLINE,Org Comm,0
ONLINE,IB Strategy,0
ONLINE,Elem Portuguese II,0
ONLINE,Spanish Translation,0
ONLINE,Social Change,0
ONLINE,Engr Analysis,0
ONLINE,Comp Vision w/AI App,0
ONLINE,Case Stud Corp Fin,0
ONLINE,Cont Architecture,0
ONLINE,Hlth & Spec Ed Teacher,0
ONLINE,TA Practicum II,0
ONLINE,Software Engr I,0
ONLINE,Healthcare Del Sys,0
ONLINE,Black Feminisms,0
ONLINE,Rhet Criticism,0
ONLINE,Pol Prac Child Fam,0
ONLINE,Policy Practice MH,0
ONLINE,Pharmco for Scwkrs,0
ONLINE,Information Assurance,0
ONLINE,Health Infm,0
ONLINE,Stat Consulting,0
ONLINE,SW Security Techs,0
ONLINE,20th Cent Urb Des,0
ONLINE,Systems Engr,0
ONLINE,Adv Cinematography,0
ONLINE,Field Experiences,0
OFFCAMPUS,Data Analysis Marine Science,0
ONLINE,Read in Jpn Cult,0
ONLINE,Visual Dev I,0
OFFCAMPUS,Sr Dsgn Project II,0
ONLINE,Medical Ethics,0
ONLINE,Comp School Couns,0
ONLINE,Music Fund,0
ONLINE,System Software,0
ONLINE,Adv Frn Writt Comm,0
ONLINE,Lit Survey 1860 to present,0
ONLINE,Intervntn/Mediatn,0
ONLINE,Transp Emer Mgmt,0
OFFCAMPUS,Fnd Tac Ldrshp,0
OFFCAMPUS,Biol Seaweeds,0
ONLINE,Spanish Heritage II,0
ONLINE,Intermed Grph Dsgn,0
ONLINE,Global Experience,0
ONLINE,Numerical Linear Alg,0
OFFCAMPUS,Intro Tac Leadership,0
ONLINE,MSTM Cap-Report,0
ONLINE,Writing Fiction,0
ONLINE,Clin Rot in Audio VI,0
ONLINE,Elem Art Methods,0
ONLINE,Biostatistics,0
ONLINE,Evidence-Based Prac,0
ONLINE,Prin of Epidemiology,0
ONLINE,Health Policy & Econ,0
ONLINE,Reflective Practice III,0
ONLINE,Epistem or Metaphy,0
ONLINE,Indiv St Org Mgmt,0
OFFCAMPUS,Lit Inst Stud w Dis,0
ONLINE,Sem in Occup Therapy,0
OFFCAMPUS,Samp/Exper Design,0
ONLINE,Real Estate Finance,0
ONLINE,Reproductive Justice,0
ONLINE,Ind Studies EDLD,0
ONLINE,Special Problems,0
ONLINE,Inter Fren Oral,0
ONLINE,Queer Arts,0
ONLINE,Biofdbck Princ/Prac,0
ONLINE,ME Project I,0
ONLINE,Sem Historiography,0
ONLINE,Adv R Met: Cog/Perc,0
ONLINE,Historical Archaeology,0
OFFCAMPUS,Real Estate Studio,0
ONLINE,Special Events Mgt,0
ONLINE,Consumer Behavior,0
ONLINE,Child Motivation,0
ONLINE,Adv GIS Applications,0
ONLINE,BA Senior Project,0
ONLINE,"Mgt Dig, Data, Recs",0
ONLINE,Ent.Cont.Mgt.,0
ONLINE,Child Health & Activity,0
ONLINE,Intercultural SLA,0
ONLINE,Research,0
ONLINE,Research/Practicum,0
ONLINE,Special Topics,0
ONLINE,Grad Research Intern,0
GOLFRANGE,Begin Golf,0
ONLINE,Deep Learning,0
ONLINE,Soc Policy and Services,0
ONLINE,Gen Prac Sub Abuse,0
ONLINE,Epidem Methods,0
ONLINE,Finite El Meth Eng,0
ONLINE,Art Intl & Data Engr,0
ONLINE,Information Security,0
ONLINE,Priv/Security/Ethics,0
ONLINE,User Cen Intrfc Arch,0
ONLINE,Tpc Info Sci Dat Ana,0
ONLINE,Emerging Future,0
ONLINE,Tax Symposium,0
ONLINE,Env Econ & Policy,0
ONLINE,Big Data Analyt Mgt,0
ONLINE,Human Behavior II,0
ONLINE,Ethnographic Meth,0
ONLINE,FNP III,0
ONLINE,Hlth Multiculture,0
ONLINE,Tax Prop Trans,0
ONLINE,Making Research Work,0
OFFCAMPUS,Aquatic Therapy,0
ONLINE,Spanish Literature II,0
ONLINE,Sem Cont Art,0
ONLINE,Mathematics in BME,0
ONLINE,GD Practicum,0
ONLINE,Illus Fundmntl III,0
ONLINE,Special Study B,0
ONLINE,Intro to Disability,0
ONLINE,Inclusive Strategies,0
ONLINE,Trans Mktg and Comm Mgmt,0
ONLINE,Transp Sec Mgmt,0
ONLINE,Method Em Bil w Dis,0
ONLINE,Intro to Grph Dsgn,0
ONLINE,Info Assurance,0
ONLINE,Spec Topics in Accntg,0
ONLINE,Adv Fdsrv/Rstr Mgt,0
OFFCAMPUS,Adv Chem Oceanograph,0
OFFCAMPUS,Mar Env Gulf of CA,0
ONLINE,Spec Study Aud,0
ONLINE,Teach Students ASD,0
ONLINE,Topics Comm Hlth Ed,0
ONLINE,Library Automation,0
ONLINE,Trans Gen Prac II,0
ONLINE,Urb Pl Pub Finance,0
ONLINE,Adv Phys/Patho for APN,0
ONLINE,Chinese Traditions,0
ONLINE,Ldrshp of Trans Org,0
ONLINE,Soc Wk Pract IV,0
ONLINE,Digi Apps Method,0
ONLINE,Sr Sem in Hum,0
ONLINE,MFA Special Study,0
ONLINE,Internatl Econ,0
ONLINE,Western Civilizatn,0
ONLINE,Arg & Pers Crts Law,0
ONLINE,Intro to Tran Fund & Fin,0
ONLINE,Informtic Drug Dev,0
ONLINE,Global Health,0
ONLINE,Sem Contemp Lit,0
ONLINE,Genetics,0
ONLINE,Recs Crtn Aprsl Rtnt,0
ONLINE,Desn Fundamental 2,0
ONLINE,Master Project II,0
ONLINE,Supr Proj & Res,0
ONLINE,Clinical Dev Sem II,0
ONLINE,Tax Acct Meth/Per,0
ONLINE,Spanish Phonology,0
ONLINE,New/You Media,0
ONLINE,SMM,0
ONLINE,Intro Systems Engr,0
ONLINE,Multicultural Comm,0
ONLINE,Prof Prac Suc II,0
ONLINE,Pol Prac in H/Aging,0
ONLINE,Managing Med Product Dev,0
ONLINE,Imm and Justice,0
ONLINE,Adv Frn Oral Comm,0
ONLINE,Sociology of Childhood,0
ONLINE,Inst Asst Env Stud,0
OFFCAMPUS,Beh Interventions,0
ONLINE,Sem in Learning,0
ONLINE,Soci of Hum Rights,0
ONLINE,Stat Methods Clin,0
ONLINE,APA for YA with Dis,0
OFFCAMPUS,Mar Invert Zool I,0
ONLINE,Life Cycle Engr,0
ONLINE,Collab and Transit,0
ONLINE,Global Society,0
ONLINE,Medical Sociology,0
ONLINE,Leadership Series I,0
ONLINE,Inter Crim Juve Delin,0
ONLINE,Biomed Appl Statics,0
OFFCAMPUS,Early Fld Exp SPED,0
ONLINE,Ani Prod-Storybrd II,0
ONLINE,Master Project I,0
ONLINE,Intro Mol Diag II,0
OFFCAMPUS,Adventure Therapy,0
ONLINE,Intro Envir Planning,0
ONLINE,Applied Project,0
ONLINE,Media Law & Ethics,0
ONLINE,Comm/Lead/Justice,0
ONLINE,Hth Prom Plan Eval,0
ONLINE,Lit Survey 1680-1860,0
ONLINE,Art Egypt & Msop,0
OFFCAMPUS,Urb Design Studio,0
ONLINE,Crime/Life course,0
ONLINE,Advanced GIS,0
ONLINE,MS Project or Exam,0
ONLINE,Themis Journal,0
ONLINE,Ethics Practioner,0
ONLINE,Reg Affairs II,0
ONLINE,Theories of Cult,0
ONLINE,Evaluation,0
ONLINE,Adv Clin Pharm,0
ONLINE,Prog Appl Biomed Eng,0
ONLINE,Recent Dev In Metr,0
ONLINE,Fund of HR Mgmt,0
ONLINE,Num. Methods BME,0
OFFCAMPUS,Teach Students ASD,0
ONLINE,Immi and Interna law,0
ONLINE,AAS History II,0
ONLINE,Polit Sociology,0
ONLINE,Polit & Soc Phil,0
ONLINE,Observe/Interview,0
ONLINE,Optics,0
ONLINE,Automat Contr Theo,0
ONLINE,Special Topics: L/T/H,0
ONLINE,Children's Dance,0
ONLINE,Commercial Banking,0
ONLINE,Gifts Markets,0
ONLINE,Beowulf,0
ONLINE,Clin Externship III,0
ONLINE,Environmental Plan,0
ONLINE,Wildfire Earth Sys,0
ONLINE,Crime Gender World,0
ONLINE,Data Vis. and Mgmt.,0
ONLINE,Intro Bus Analytic,0
ONLINE,Co-op Ed Project,0
ONLINE,ME Project II,0
ONLINE,Chicana/o Lit,0
ONLINE,IT Audit & Int Control,0
ONLINE,Quant Methods I,0
ONLINE,Qualitative Method,0
ONLINE,Health Pol and Org,0
ONLINE,Individual Study,0
